Sigla;Código;Município;Renda per capita média (Atlas DH - Censo) (2010);Percentual da população de 25 anos ou mais com ensino médio completo (Atlas DH - Censo) (2010);
MG;3152204;Porteirinha;320,48;18,4;
MG;3152303;Porto Firme;366,49;14,95;
MG;3152402;Poté;303,44;15,83;
MG;3152501;Pouso Alegre;878,26;41,57;
MG;3152600;Pouso Alto;778,57;17,92;
MG;3152709;Prados;485,2;20,51;
MG;3152808;Prata;782,28;17,93;
MG;3152907;Pratápolis;636,81;26,71;
MG;3153004;Pratinha;663,39;21,26;
MG;3153103;Presidente Bernardes;341,87;14,2;
MG;3153202;Presidente Juscelino;340,94;13,69;
MG;3153301;Presidente Kubitschek;282,93;14,89;
MG;3153400;Presidente Olegário;546,68;19,85;
MG;3153509;Alto Jequitibá;486,73;17,15;
MG;3153608;Prudente de Morais;481,48;27,59;
MG;3153707;Quartel Geral;539,78;18,11;
MG;3153806;Queluzito;513,72;16,71;
MG;3153905;Raposos;646,62;30,41;
MG;3154002;Raul Soares;480,45;18,66;
MG;3154101;Recreio;510,95;26,23;
MG;3154150;Reduto;449,53;14,17;
MG;3154200;Resende Costa;580,66;20,55;
MG;3154309;Resplendor;504,18;19,59;
MG;3154408;Ressaquinha;424,03;18,92;
MG;3154457;Riachinho;290,89;18,84;
MG;3154507;Riacho dos Machados;255,57;18,02;
MG;3154606;Ribeirão das Neves;479,77;23,33;
MG;3154705;Ribeirão Vermelho;617,88;35,32;
MG;3154804;Rio Acima;582,71;22,37;
MG;3154903;Rio Casca;460,2;20,36;
MG;3155009;Rio Doce;439,86;20,82;
MG;3155108;Rio do Prado;283,37;14,63;
MG;3155207;Rio Espera;286,36;12,02;
MG;3155306;Rio Manso;536,99;14,49;
MG;3155405;Rio Novo;519,69;29,86;
MG;3155504;Rio Paranaíba;727,2;17,73;
MG;3155603;Rio Pardo de Minas;306,96;14,63;
MG;3155702;Rio Piracicaba;516,18;22,22;
MG;3155801;Rio Pomba;601,31;29,96;
MG;3155900;Rio Preto;501,52;26,07;
MG;3156007;Rio Vermelho;271,44;12,15;
MG;3156106;Ritápolis;453,87;17,78;
MG;3156205;Rochedo de Minas;494,36;21,72;
MG;3156304;Rodeiro;635,26;12,79;
MG;3156403;Romaria;716,47;24,07;
MG;3156452;Rosário da Limeira;465,89;16,88;
MG;3156502;Rubelita;248,99;12,06;
MG;3156601;Rubim;311,79;14,09;
MG;3156700;Sabará;619,93;35,95;
MG;3156809;Sabinópolis;420,36;18,47;
MG;3156908;Sacramento;732,35;24,67;
MG;3157005;Salinas;613,65;20,37;
MG;3157104;Salto da Divisa;306,04;15,92;
MG;3157203;Santa Bárbara;535,84;33,56;
MG;3157252;Santa Bárbara do Leste;351,59;12,54;
MG;3157278;Santa Bárbara do Monte Verde;371,34;11,21;
MG;3157302;Santa Bárbara do Tugúrio;370,7;14,73;
MG;3157336;Santa Cruz de Minas;485,28;24,67;
MG;3157377;Santa Cruz de Salinas;242,55;11,19;
MG;3157401;Santa Cruz do Escalvado;374,23;10,44;
MG;3157500;Santa Efigênia de Minas;293,27;11,8;
MG;3157609;Santa Fé de Minas;313,25;17,79;
MG;3157658;Santa Helena de Minas;218,43;17,49;
MG;3157708;Santa Juliana;735;24,11;
MG;3157807;Santa Luzia;557,62;30,57;
MG;3157906;Santa Margarida;416,11;13,53;
MG;3158003;Santa Maria de Itabira;382,99;15,09;
MG;3158102;Santa Maria do Salto;321,15;13,76;
MG;3158201;Santa Maria do Suaçuí;401,16;16,32;
MG;3158300;Santana da Vargem;553,7;24,31;
MG;3158409;Santana de Cataguases;437,81;22,71;
MG;3158508;Santana de Pirapama;373,14;12,69;
MG;3158607;Santana do Deserto;484,73;24,54;
MG;3158706;Santana do Garambéu;452,48;18,5;
MG;3158805;Santana do Jacaré;470,2;20,43;
MG;3158904;Santana do Manhuaçu;383,28;13,25;
MG;3158953;Santana do Paraíso;495,81;24,41;
MG;3159001;Santana do Riacho;432,77;20,12;
MG;3159100;Santana dos Montes;352,48;15,97;
MG;3159209;Santa Rita de Caldas;597,4;15,45;
MG;3159308;Santa Rita de Jacutinga;535,45;22,51;
MG;3159357;Santa Rita de Minas;395,61;12,15;
MG;3159407;Santa Rita de Ibitipoca;391,79;14,55;
MG;3159506;Santa Rita do Itueto;352,98;8,5;
MG;3159605;Santa Rita do Sapucaí;738,4;34,75;
MG;3159704;Santa Rosa da Serra;603,01;20,59;
MG;3159803;Santa Vitória;698,7;23,25;
MG;3159902;Santo Antônio do Amparo;431,56;18,87;
MG;3160009;Santo Antônio do Aventureiro;485,5;16,13;
MG;3160108;Santo Antônio do Grama;393,12;18,04;
MG;3160207;Santo Antônio do Itambé;225,85;10,32;
MG;3160306;Santo Antônio do Jacinto;286,56;11,87;
MG;3160405;Santo Antônio do Monte;781,49;21,2;
MG;3160454;Santo Antônio do Retiro;183,75;11,11;
MG;3160504;Santo Antônio do Rio Abaixo;370,28;16,54;
MG;3160603;Santo Hipólito;431,72;16,43;
MG;3160702;Santos Dumont;578,64;35,71;
MG;3160801;São Bento Abade;458,65;14,68;
MG;3160900;São Brás do Suaçuí;532,9;23,7;
MG;3160959;São Domingos das Dores;338,29;10,17;
MG;3161007;São Domingos do Prata;531,92;19,29;
MG;3161056;São Félix de Minas;312,33;12;
MG;3161106;São Francisco;325,23;20,43;
MG;3161205;São Francisco de Paula;484,92;18,57;
MG;3161304;São Francisco de Sales;665,68;19,63;
MG;3161403;São Francisco do Glória;449,2;19,02;
MG;3161502;São Geraldo;474,14;17,92;
MG;3161601;São Geraldo da Piedade;391,27;11,16;
MG;3161650;São Geraldo do Baixio;404,81;12,01;
MG;3161700;São Gonçalo do Abaeté;502,57;19,28;
MG;3161809;São Gonçalo do Pará;558,07;18,7;
MG;3161908;São Gonçalo do Rio Abaixo;479,04;20,31;
MG;3162005;São Gonçalo do Sapucaí;648,31;26,47;
MG;3162104;São Gotardo;795,14;24,01;
MG;3162203;São João Batista do Glória;676,07;20,69;
MG;3162252;São João da Lagoa;286,35;16,31;
MG;3162302;São João da Mata;538,08;13,67;
MG;3162401;São João da Ponte;258,77;9,8;
MG;3162450;São João das Missões;181,77;12,86;
MG;3162500;São João del Rei;764,74;37,33;
MG;3162559;São João do Manhuaçu;484,15;17,57;
MG;3162575;São João do Manteninha;385,78;12,94;
MG;3162609;São João do Oriente;404,69;14,49;
MG;3162658;São João do Pacuí;346,53;13,79;
MG;3162708;São João do Paraíso;300,81;15,75;
MG;3162807;São João Evangelista;378,41;18,87;
MG;3162906;São João Nepomuceno;608,32;26,76;
MG;3162922;São Joaquim de Bicas;498,26;22,32;
MG;3162948;São José da Barra;714,22;27,79;
MG;3162955;São José da Lapa;540,26;30,94;
MG;3163003;São José da Safira;334,87;10,91;
MG;3163102;São José da Varginha;555,77;18,58;
MG;3163201;São José do Alegre;537,13;22,27;
MG;3163300;São José do Divino;396,81;20,35;
MG;3163409;São José do Goiabal;476,92;21,3;
MG;3163508;São José do Jacuri;298,57;12,79;
MG;3163607;São José do Mantimento;359,93;16,2;
MG;3163706;São Lourenço;831,32;38,35;
MG;3163805;São Miguel do Anta;370,37;17,07;
MG;3163904;São Pedro da União;549,49;17,13;
MG;3164001;São Pedro dos Ferros;406,87;21,37;
MG;3164100;São Pedro do Suaçuí;358,75;15,32;
MG;3164209;São Romão;307,02;26,1;
MG;3164308;São Roque de Minas;621,11;14,92;
MG;3164407;São Sebastião da Bela Vista;573,43;18,87;
MG;3164431;São Sebastião da Vargem Alegre;406,33;18,17;
MG;3164472;São Sebastião do Anta;327,54;11,57;
MG;3164506;São Sebastião do Maranhão;267,28;11,66;
MG;3164605;São Sebastião do Oeste;545,07;7,61;
MG;3164704;São Sebastião do Paraíso;775,73;29,03;
MG;3164803;São Sebastião do Rio Preto;493,59;16,84;
MG;3164902;São Sebastião do Rio Verde;442,98;20,21;
MG;3165008;São Tiago;486,69;17,99;
MG;3165107;São Tomás de Aquino;593,38;18,61;
MG;3165206;São Thomé das Letras;428,33;20,74;
MG;3165305;São Vicente de Minas;527,55;29,95;
MG;3165404;Sapucaí-Mirim;497,65;19,34;
MG;3165503;Sardoá;321,6;15,89;
MG;3165537;Sarzedo;648,26;31,59;
MG;3165552;Setubinha;224,63;9,28;
MG;3165560;Sem-Peixe;386,22;16,43;
MG;3165578;Senador Amaral;385,29;14,52;
MG;3165602;Senador Cortes;581,34;17,43;
MG;3165701;Senador Firmino;426,49;19,25;
MG;3165800;Senador José Bento;493,87;17,96;
MG;3165909;Senador Modestino Gonçalves;271,55;17,7;
MG;3166006;Senhora de Oliveira;339,95;16,1;
MG;3166105;Senhora do Porto;324,4;8,69;
MG;3166204;Senhora dos Remédios;292,26;13,19;
MG;3166303;Sericita;338,3;11,74;
MG;3166402;Seritinga;476,43;23,43;
MG;3166501;Serra Azul de Minas;226,22;13,72;
MG;3166600;Serra da Saudade;494,31;20,86;
MG;3166709;Serra dos Aimorés;464,82;19,33;
MG;3166808;Serra do Salitre;715,23;19,69;
MG;3166907;Serrania;470,34;18,54;
MG;3166956;Serranópolis de Minas;351,46;14,31;
MG;3167004;Serranos;425,18;14,15;
MG;3167103;Serro;457,27;18,38;
MG;3167202;Sete Lagoas;809,26;37,9;
MG;3167301;Silveirânia;441,85;16,54;
MG;3167400;Silvianópolis;647,64;19,58;
MG;3167509;Simão Pereira;442,7;18,05;
MG;3167608;Simonésia;383,01;13,86;
MG;3167707;Sobrália;357,73;13,55;
MG;3167806;Soledade de Minas;526,23;23,2;
MG;3167905;Tabuleiro;503,88;17,95;
MG;3168002;Taiobeiras;426,91;21,14;
MG;3168051;Taparuba;344,16;15,86;
MG;3168101;Tapira;902;23,6;
MG;3168200;Tapiraí;517,65;15,23;
MG;3168309;Taquaraçu de Minas;436,05;15,03;
MG;3168408;Tarumirim;364,41;15,46;
MG;3168507;Teixeiras;568,91;20,45;
MG;3168606;Teófilo Otoni;615,34;30,95;
MG;3168705;Timóteo;786,68;44,16;
MG;3168804;Tiradentes;802,39;30,52;
MG;3168903;Tiros;634,3;14,8;
MG;3169000;Tocantins;557,55;25,4;
MG;3169059;Tocos do Moji;489,05;16,73;
MG;3169109;Toledo;486,02;12,04;
MG;3169208;Tombos;621,05;26,75;
MG;3169307;Três Corações;749,86;36,34;
MG;3169356;Três Marias;645,33;36,11;
MG;3169406;Três Pontas;682,15;28,21;
MG;3169505;Tumiritinga;366,89;13,07;
MG;3169604;Tupaciguara;665,76;26,86;
MG;3169703;Turmalina;446,26;20,45;
MG;3169802;Turvolândia;649,97;18,9;
MG;3169901;Ubá;739,56;28,86;
MG;3170008;Ubaí;247,91;16,94;
MG;3170057;Ubaporanga;342,3;12,47;
MG;3170107;Uberaba;978,01;41,46;
MG;3170206;Uberlândia;1001,45;42,8;
MG;3170305;Umburatiba;332,13;22,53;
MG;3170404;Unaí;720,51;28,4;
MG;3170438;União de Minas;562,84;15,02;
MG;3170479;Uruana de Minas;360,58;16,28;
MG;3170503;Urucânia;397,46;17,37;
MG;3170529;Urucuia;259,38;22,1;
MG;3170578;Vargem Alegre;407,13;16,58;
MG;3170602;Vargem Bonita;508,67;20,81;
MG;3170651;Vargem Grande do Rio Pardo;265,02;16,72;
MG;3170701;Varginha;904,57;42,08;
MG;3170750;Varjão de Minas;528,14;22,08;
MG;3170800;Várzea da Palma;413,59;23,62;
MG;3170909;Varzelândia;238,92;12,83;
MG;3171006;Vazante;650,88;32,84;
MG;3171030;Verdelândia;233,27;9,45;
MG;3171071;Veredinha;293,08;16,11;
MG;3171105;Veríssimo;560,98;11,28;
MG;3171154;Vermelho Novo;355,42;15,17;
MG;3171204;Vespasiano;539,05;25,93;
MG;3171303;Viçosa;892,25;40,32;
MG;3171402;Vieiras;386,39;19,73;
MG;3171501;Mathias Lobato;326,18;14,73;
MG;3171600;Virgem da Lapa;305,36;16;
MG;3171709;Virgínia;415,41;13,78;
MG;3171808;Virginópolis;423,01;21,52;
MG;3171907;Virgolândia;339,03;11,57;
MG;3172004;Visconde do Rio Branco;658,96;25,94;
MG;3172103;Volta Grande;515,46;24,65;
MG;3172202;Wenceslau Braz;439,73;21,38;
MS;5000203;Água Clara;642,97;18,97;
MS;5000252;Alcinópolis;764,03;22,67;
MS;5000609;Amambaí;561,14;27,09;
MS;5000708;Anastácio;495,48;24,32;
MS;5000807;Anaurilândia;538,13;21,84;
MS;5000856;Angélica;592,27;23,09;
MS;5000906;Antônio João;411,49;20,57;
MS;5001003;Aparecida do Taboado;692,79;26,62;
MS;5001102;Aquidauana;585,62;29,21;
MS;5001243;Aral Moreira;398,5;17,78;
MS;5001508;Bandeirantes;602,02;20,46;
MS;5001904;Bataguassu;614,34;28,46;
MS;5002001;Batayporã;631,47;21,4;
MS;5002100;Bela Vista;621,23;28,92;
MS;5002159;Bodoquena;500,13;25,33;
MS;5002209;Bonito;679,03;25,56;
MS;5002308;Brasilândia;709,29;24,79;
MS;5002407;Caarapó;537,01;25,08;
MS;5002605;Camapuã;685,77;26,35;
MS;5002704;Campo Grande;1089,37;47,81;
MS;5002803;Caracol;399,46;18,1;
MS;5002902;Cassilândia;885,1;29,59;
MS;5002951;Chapadão do Sul;896,92;37,13;
MS;5003108;Corguinho;566,09;18,46;
MS;5003157;Coronel Sapucaia;350,37;14,37;
MS;5003207;Corumbá;627,1;34,87;
MS;5003256;Costa Rica;693,05;25,53;
MS;5003306;Coxim;703,01;26,1;
MS;5003454;Deodápolis;596,5;27,57;
MS;5003488;Dois Irmãos do Buriti;429,18;17,63;
MS;5003504;Douradina;648,98;25,37;
MS;5003702;Dourados;866,4;39,25;
MS;5003751;Eldorado;530,89;21,31;
MS;5003801;Fátima do Sul;701,87;28,15;
MS;5003900;Figueirão;541,93;18,46;
MS;5004007;Glória de Dourados;644,1;32,24;
MS;5004106;Guia Lopes da Laguna;541,87;21,75;
MS;5004304;Iguatemi;519,03;20,67;
MS;5004403;Inocência;633,12;21,48;
MS;5004502;Itaporã;487,51;23,8;
MS;5004601;Itaquiraí;442,57;15,28;
MS;5004700;Ivinhema;685,17;25,18;
MS;5004809;Japorã;241,32;11,41;
MS;5004908;Jaraguari;511,64;17,38;
MS;5005004;Jardim;697,92;28,86;
MS;5005103;Jateí;690,71;25,16;
MS;5005152;Juti;446,17;17,87;
MS;5005202;Ladário;575,16;37,33;
MS;5005251;Laguna Carapã;536,02;21,1;
MS;5005400;Maracaju;819,6;29,71;
MS;5005608;Miranda;424,44;19,71;
MS;5005681;Mundo Novo;652,56;26,91;
MS;5005707;Naviraí;683,86;27,99;
MS;5005806;Nioaque;480,75;18,61;
MS;5006002;Nova Alvorada do Sul;830,08;25,39;
MS;5006200;Nova Andradina;688,15;29,83;
MS;5006259;Novo Horizonte do Sul;472,75;16,98;
MS;5006275;Paraíso das Águas;;;
MS;5006309;Paranaíba;738,58;29,35;
MS;5006358;Paranhos;271,52;13,09;
MS;5006408;Pedro Gomes;524,83;18,43;
MS;5006606;Ponta Porã;653,36;29,15;
MS;5006903;Porto Murtinho;539,19;21,07;
MS;5007109;Ribas do Rio Pardo;552,58;21,29;
MS;5007208;Rio Brilhante;705,6;25,67;
MS;5007307;Rio Negro;631,11;26,54;
MS;5007406;Rio Verde de Mato Grosso;570,74;22,92;
MS;5007505;Rochedo;538,26;18,79;
MS;5007554;Santa Rita do Pardo;471,42;18,01;
MS;5007695;São Gabriel do Oeste;855,21;31,55;
MS;5007703;Sete Quedas;487;17,41;
MS;5007802;Selvíria;510,94;22,58;
MS;5007901;Sidrolândia;599,76;20,53;
MS;5007935;Sonora;648,07;24,44;
MS;5007950;Tacuru;367,68;16,34;
MS;5007976;Taquarussu;478,38;25,91;
MS;5008008;Terenos;460,32;18,06;
MS;5008305;Três Lagoas;863,66;39,39;
MS;5008404;Vicentina;583,56;25,46;
MT;5100102;Acorizal;321,58;16,8;
MT;5100201;Água Boa;720,74;31,17;
MT;5100250;Alta Floresta;660,84;28,68;
MT;5100300;Alto Araguaia;671,99;33,92;
MT;5100359;Alto Boa Vista;362,66;23,66;
MT;5100409;Alto Garças;651,91;27,72;
MT;5100508;Alto Paraguai;360,06;22,5;
MT;5100607;Alto Taquari;781,26;28,9;
MT;5100805;Apiacás;504,04;17,93;
MT;5101001;Araguaiana;519,03;24,13;
MT;5101209;Araguainha;456,43;32,18;
MT;5101258;Araputanga;639,18;30,79;
MT;5101308;Arenápolis;540,59;27,57;
MT;5101407;Aripuanã;558,26;22,59;
MT;5101605;Barão de Melgaço;330,46;13,15;
MT;5101704;Barra do Bugres;563,98;26,08;
MT;5101803;Barra do Garças;789,99;41,34;
MT;5101852;Bom Jesus do Araguaia;500,5;20,1;
MT;5101902;Brasnorte;602,75;21,5;
MT;5102504;Cáceres;590,43;34,54;
MT;5102603;Campinápolis;328,15;13,59;
MT;5102637;Campo Novo do Parecis;823,32;31,65;
MT;5102678;Campo Verde;878,37;34,11;
MT;5102686;Campos de Júlio;1162,4;29,14;
MT;5102694;Canabrava do Norte;370,81;21,83;
MT;5102702;Canarana;774,65;25,15;
MT;5102793;Carlinda;474,83;15,82;
MT;5102850;Castanheira;520,54;18,26;
MT;5103007;Chapada dos Guimarães;540,98;28,06;
MT;5103056;Cláudia;700,38;19,56;
MT;5103106;Cocalinho;531,41;21,31;
MT;5103205;Colíder;758,67;23,68;
MT;5103254;Colniza;411,69;15,07;
MT;5103304;Comodoro;573,89;23,03;
MT;5103353;Confresa;484,89;19,39;
MT;5103361;Conquista D'Oeste;650,3;26,49;
MT;5103379;Cotriguaçu;387,24;11,76;
MT;5103403;Cuiabá;1161,49;51,37;
MT;5103437;Curvelândia;480,92;18,49;
MT;5103452;Denise;524,91;24,94;
MT;5103502;Diamantino;681,66;31,01;
MT;5103601;Dom Aquino;575,47;25,67;
MT;5103700;Feliz Natal;786,26;24,18;
MT;5103809;Figueirópolis D'Oeste;502,34;21,18;
MT;5103858;Gaúcha do Norte;481,01;19,48;
MT;5103908;General Carneiro;441,94;25,27;
MT;5103957;Glória D'Oeste;564,35;19,8;
MT;5104104;Guarantã do Norte;594,14;24,04;
MT;5104203;Guiratinga;542,02;24,47;
MT;5104500;Indiavaí;443,9;18,05;
MT;5104526;Ipiranga do Norte;812,25;26,55;
MT;5104542;Itanhangá;620,06;21,04;
MT;5104559;Itaúba;680,94;23,42;
MT;5104609;Itiquira;602,03;27,46;
MT;5104807;Jaciara;742,81;31,61;
MT;5104906;Jangada;271,99;14,21;
MT;5105002;Jauru;511,39;20,06;
MT;5105101;Juara;619,81;19,14;
MT;5105150;Juína;763,35;26,9;
MT;5105176;Juruena;448,89;22,42;
MT;5105200;Juscimeira;542,77;23,46;
MT;5105234;Lambari D'Oeste;516,75;17,93;
MT;5105259;Lucas do Rio Verde;938,65;41,28;
MT;5105309;Luciára;371,24;36,5;
MT;5105507;Vila Bela da Santíssima Trindade;439,15;20,08;
MT;5105580;Marcelândia;621,76;18,59;
MT;5105606;Matupá;649,23;26,24;
MT;5105622;Mirassol d'Oeste;718,18;25,17;
MT;5105903;Nobres;533,53;28,4;
MT;5106000;Nortelândia;466,17;32,08;
MT;5106109;Nossa Senhora do Livramento;335,56;14,32;
MT;5106158;Nova Bandeirantes;608,32;11,28;
MT;5106174;Nova Nazaré;381,54;19,9;
MT;5106182;Nova Lacerda;437,33;14,29;
MT;5106190;Nova Santa Helena;824,04;17,7;
MT;5106208;Nova Brasilândia;526,35;19,34;
MT;5106216;Nova Canaã do Norte;591,9;18,41;
MT;5106224;Nova Mutum;982,9;34,78;
MT;5106232;Nova Olímpia;639,03;23,43;
MT;5106240;Nova Ubiratã;599,32;18,78;
MT;5106257;Nova Xavantina;674,44;26,9;
MT;5106265;Novo Mundo;461,47;15,61;
MT;5106273;Novo Horizonte do Norte;463,77;16,32;
MT;5106281;Novo São Joaquim;480,73;15,21;
MT;5106299;Paranaíta;540,22;17,3;
MT;5106307;Paranatinga;547,43;21,49;
MT;5106315;Novo Santo Antônio;428,26;20,93;
MT;5106372;Pedra Preta;523,92;22,11;
MT;5106422;Peixoto de Azevedo;589,21;18,24;
MT;5106455;Planalto da Serra;366,39;17,67;
MT;5106505;Poconé;436,83;21,16;
MT;5106653;Pontal do Araguaia;589,32;31,62;
MT;5106703;Ponte Branca;565,09;25,4;
MT;5106752;Pontes e Lacerda;665,92;27,93;
MT;5106778;Porto Alegre do Norte;449,5;21,88;
MT;5106802;Porto dos Gaúchos;635,97;25,43;
MT;5106828;Porto Esperidião;504,99;18,65;
MT;5106851;Porto Estrela;280,21;13,84;
MT;5107008;Poxoréo;463,98;22,49;
MT;5107040;Primavera do Leste;990,05;36,9;
MT;5107065;Querência;628,89;24,12;
MT;5107107;São José dos Quatro Marcos;653,02;25,89;
MT;5107156;Reserva do Cabaçal;434,88;21,1;
MT;5107180;Ribeirão Cascalheira;512,31;19,64;
MT;5107198;Ribeirãozinho;599,35;29,01;
MT;5107206;Rio Branco;626,09;22,81;
MT;5107248;Santa Carmem;635,43;23,37;
MT;5107263;Santo Afonso;472,29;26,52;
MT;5107297;São José do Povo;402,85;22,32;
MT;5107305;São José do Rio Claro;580,99;20,3;
MT;5107354;São José do Xingu;635,63;14,75;
MT;5107404;São Pedro da Cipa;469,27;22,91;
MT;5107578;Rondolândia;375,85;18,39;
MT;5107602;Rondonópolis;843,62;38,76;
MT;5107701;Rosário Oeste;465,66;20,73;
MT;5107743;Santa Cruz do Xingu;639,44;23,34;
MT;5107750;Salto do Céu;488,7;20,57;
MT;5107768;Santa Rita do Trivelato;790,41;31,49;
MT;5107776;Santa Terezinha;326,47;17,96;
MT;5107792;Santo Antônio do Leste;481,45;21,65;
MT;5107800;Santo Antônio do Leverger;460,13;23,21;
MT;5107859;São Félix do Araguaia;461,47;26,01;
MT;5107875;Sapezal;892,71;32,77;
MT;5107883;Serra Nova Dourada;422,66;21,88;
MT;5107909;Sinop;877,68;35,48;
MT;5107925;Sorriso;988,74;29,8;
MT;5107941;Tabaporã;546,51;19,88;
MT;5107958;Tangará da Serra;846,59;31,73;
MT;5108006;Tapurah;789,61;24,09;
MT;5108055;Terra Nova do Norte;594,53;21,37;
MT;5108105;Tesouro;415,93;24;
MT;5108204;Torixoréu;564,83;28,15;
MT;5108303;União do Sul;501,56;16,9;
MT;5108352;Vale de São Domingos;479,66;17,61;
MT;5108402;Várzea Grande;668,86;37,83;
MT;5108501;Vera;494,23;18,38;
MT;5108600;Vila Rica;658,27;20,32;
MT;5108808;Nova Guarita;520,94;20,1;
MT;5108857;Nova Marilândia;550,29;25,94;
MT;5108907;Nova Maringá;629,46;18,93;
MT;5108956;Nova Monte verde;586,65;18,19;
MT;5199919;São Gonçalo;;;
PA;1500107;Abaetetuba;293,01;25,33;
PA;1500131;Abel Figueiredo;390,12;15,68;
PA;1500206;Acará;199,34;9,06;
PA;1500305;Afuá;163,98;10,53;
PA;1500347;Água Azul do Norte;266,02;6,21;
PA;1500404;Alenquer;215,33;16,32;
PA;1500503;Almeirim;484,16;31,81;
PA;1500602;Altamira;492,05;25,15;
PA;1500701;Anajás;186,88;7,14;
PA;1500800;Ananindeua;564,76;43,6;
PA;1500859;Anapu;266,28;11,43;
PA;1500909;Augusto Corrêa;159,05;10,52;
PA;1500958;Aurora do Pará;184,39;11,32;
PA;1501006;Aveiro;148,71;11,98;
PA;1501105;Bagre;159,41;9,77;
PA;1501204;Baião;226,99;22,24;
PA;1501253;Bannach;416,31;15,25;
PA;1501303;Barcarena;437,43;32,23;
PA;1501402;Belém;853,82;49,25;
PA;1501451;Belterra;241,57;20,21;
PA;1501501;Benevides;385,83;29,25;
PA;1501576;Bom Jesus do Tocantins;337,28;15,51;
PA;1501600;Bonito;218,05;14,33;
PA;1501709;Bragança;311,97;22,87;
PA;1501725;Brasil Novo;408,55;12,36;
PA;1501758;Brejo Grande do Araguaia;310,08;18,1;
PA;1501782;Breu Branco;252,31;13,06;
PA;1501808;Breves;209,14;12,77;
PA;1501907;Bujaru;174,18;14,24;
PA;1501956;Cachoeira do Piriá;130,4;8,69;
PA;1502004;Cachoeira do Arari;209,79;11,53;
PA;1502103;Cametá;226,99;20,97;
PA;1502152;Canaã dos Carajás;517,33;27,72;
PA;1502202;Capanema;356,27;27,7;
PA;1502301;Capitão Poço;283,1;14,86;
PA;1502400;Castanhal;467,32;31,09;
PA;1502509;Chaves;198,83;3,46;
PA;1502608;Colares;231,98;20,42;
PA;1502707;Conceição do Araguaia;405,29;24,69;
PA;1502756;Concórdia do Pará;260,68;15,46;
PA;1502764;Cumaru do Norte;417,06;7,45;
PA;1502772;Curionópolis;319,35;18,86;
PA;1502806;Curralinho;188,88;11,03;
PA;1502855;Curuá;180,94;18,68;
PA;1502905;Curuçá;233,96;20,72;
PA;1502939;Dom Eliseu;348,04;17,72;
PA;1502954;Eldorado dos Carajás;281,12;10,19;
PA;1503002;Faro;180,47;21,44;
PA;1503044;Floresta do Araguaia;283,57;14,81;
PA;1503077;Garrafão do Norte;229,91;11,54;
PA;1503093;Goianésia do Pará;303,9;12,67;
PA;1503101;Gurupá;191,06;10,35;
PA;1503200;Igarapé-Açu;293,71;19,34;
PA;1503309;Igarapé-Miri;196,34;14,3;
PA;1503408;Inhangapi;245,7;19,28;
PA;1503457;Ipixuna do Pará;188,48;6,89;
PA;1503507;Irituia;224,25;13,71;
PA;1503606;Itaituba;440,6;19,29;
PA;1503705;Itupiranga;234,25;12,77;
PA;1503754;Jacareacanga;289,16;8,45;
PA;1503804;Jacundá;399,45;17,21;
PA;1503903;Juruti;241,39;19,71;
PA;1504000;Limoeiro do Ajuru;172,12;15,88;
PA;1504059;Mãe do Rio;367,01;20,07;
PA;1504109;Magalhães Barata;208,43;19,79;
PA;1504208;Marabá;527,86;30,61;
PA;1504307;Maracanã;221,89;14,56;
PA;1504406;Marapanim;277,01;19,34;
PA;1504422;Marituba;382,02;34,02;
PA;1504455;Medicilândia;345,44;9,99;
PA;1504505;Melgaço;135,21;6,98;
PA;1504604;Mocajuba;229,18;19,49;
PA;1504703;Moju;291,67;12,93;
PA;1504752;Mojuí dos Campos;;;
PA;1504802;Monte Alegre;231,65;18,38;
PA;1504901;Muaná;230,14;11,3;
PA;1504950;Nova Esperança do Piriá;160,34;9,84;
PA;1504976;Nova Ipixuna;315,1;11,3;
PA;1505007;Nova Timboteua;267,59;18,56;
PA;1505031;Novo Progresso;658,31;19,5;
PA;1505064;Novo Repartimento;256,37;11,84;
PA;1505106;Óbidos;255,03;17,94;
PA;1505205;Oeiras do Pará;181,86;12,64;
PA;1505304;Oriximiná;332,29;25,06;
PA;1505403;Ourém;285,61;16,41;
PA;1505437;Ourilândia do Norte;466,52;20,7;
PA;1505486;Pacajá;231,91;11,44;
PA;1505494;Palestina do Pará;284,54;17,82;
PA;1505502;Paragominas;507,16;24,05;
PA;1505536;Parauapebas;627,61;36,86;
PA;1505551;Pau D'Arco;279,72;16,2;
PA;1505601;Peixe-Boi;234,4;17,46;
PA;1505635;Piçarra;263,04;12,03;
PA;1505650;Placas;231,94;11,13;
PA;1505700;Ponta de Pedras;257,4;14,23;
PA;1505809;Portel;195,22;10,7;
PA;1505908;Porto de Moz;193,52;12,15;
PA;1506005;Prainha;193,32;12,6;
PA;1506104;Primavera;279,74;16,64;
PA;1506112;Quatipuru;244,9;11,66;
PA;1506138;Redenção;529,54;23,51;
PA;1506161;Rio Maria;460,83;17,64;
PA;1506187;Rondon do Pará;346,74;14,76;
PA;1506195;Rurópolis;242,49;11,36;
PA;1506203;Salinópolis;398,58;22,65;
PA;1506302;Salvaterra;296,28;21,12;
PA;1506351;Santa Bárbara do Pará;287,25;24,35;
PA;1506401;Santa Cruz do Arari;161,13;13,73;
PA;1506500;Santa Isabel do Pará;384,17;27,87;
PA;1506559;Santa Luzia do Pará;217,11;15,42;
